star_name,hip_name,hd_name,gj_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_bmv,st_bmverr,st_spttype,st_lbol,st_lbolerr,st_teff,st_tefferr,st_mass,st_masserr,st_logg,st_loggerr,st_age,st_ageerr,st_metfe,st_metfeerr,st_metratio
HIP 27188,HIP 27188,,GJ 215,1,0,0,0,0,05h45m47.90s,86.449596,+62d14m19.3s,62.238686,13.73,0.14,-0.14,9.02,0.01,1.38,0.01,M0,0.1,0.04,3989,,0.56,,,,,,,,
HIP 27207,HIP 27207,HD 38230,GJ 217,1,0,0,0,0,05h46m01.53s,86.50637,+37d17m09.2s,37.285888,21.85,0.45,-0.43,7.33,0.02,0.83,0.01,K0V,0.57,0.07,5174,,0.83,,4.52,,8.9,,-0.08,,[Fe/H]
HIP 27244,HIP 27244,HD 38973,,1,0,0,0,0,05h46m27.95s,86.616472,-53d13m08.3s,-53.218983,28.18,0.28,-0.28,6.63,0.01,0.59,0.01,G2V,1.57,0.03,5995,,1.09,,4.38,,4,,0.03,,[Fe/H]
HD 38529,HIP 27253,HD 38529,,0,0,1,1,2,05h46m34.91s,86.64547,+01d10m05.5s,1.168193,42.41,0.11,-0.11,5.95,,0.78,,G4 IV,,,5541,,1.41,,3.77,,,,,,
HIP 27288,HIP 27288,HD 38678,GJ 217.1,1,1,0,0,0,05h46m57.35s,86.738957,-14d49m19.0s,-14.821947,21.61,,,3.55,0,0.1,0,A2VANN,15.4,0.05,8337,,2.02,,4.03,,,,,,
bet Pic,HIP 27321,HD 39060,GJ 219,1,1,0,1,2,05h47m17.08s,86.821181,-51d04m00.2s,-51.066713,19.44,,,3.85,0,0.17,0,A5V,9.08,0.05,8052,,1.76,,4.15,,,,,,
HIP 27323,HIP 27323,,GJ 1084,1,0,0,0,0,05h47m18.19s,86.825805,-48d31m27.7s,-48.524356,20.76,0.42,-0.41,9.74,0,1.38,0.01,M0V,0.12,0.05,4039,,0.57,,,,,,,,
HIP 27359,HIP 27359,,GJ 218,1,0,0,0,0,05h47m40.02s,86.916762,-36d19m41.8s,-36.328266,15.03,0.31,-0.29,10.74,0.01,1.46,0.01,M2,0.04,0.11,3660,,0.44,,,,,,,,
HIP 27397,HIP 27397,,GJ 3369,1,0,0,0,0,05h48m17.27s,87.07197,-11d08m07.9s,-11.135532,26.75,1.71,-1.51,10.98,0.01,1.38,0.02,,0.07,0.15,3885,,0.51,,,,,,,,
HD 38858,HIP 27435,HD 38858,GJ 1085,1,0,0,0,0,05h48m34.90s,87.145434,-04d05m38.7s,-4.094087,15.18,0.15,-0.15,5.97,0,0.64,0,G3V,0.85,0.05,5726,,0.94,,4.47,,5.4,,-0.23,,[Fe/H]
HIP 27604,HIP 27604,HD 39170,,1,0,0,0,0,05h50m39.51s,87.66464,-01d25m46.4s,-1.429548,9.4,11.03,-3.3,9.38,0.01,0.24,0.02,F0,0.01,1.72,7662,,0.33,,,,,,,,
HIP 27628,HIP 27628,HD 39425,,1,1,0,0,0,05h50m57.55s,87.739803,-35d46m09.5s,-35.769292,26.73,,,3.1,0.02,1.17,0.02,K1.5III,52.65,0.06,4545,,2.76,,2.62,,,,,,
HIP 27654,HIP 27654,HD 39364,,0,1,0,0,0,05h51m19.30s,87.830399,-20d52m44.7s,-20.879089,34.42,0.72,-0.75,3.85,,0.98,,G8 III/IV,,,,,,,,,,,,,
BD-06 1339,HIP 27803,,GJ 221,1,0,0,0,2,05h53m00.29s,88.251189,-05d59m38.4s,-5.994002,20.31,0.63,-0.59,9.72,0.09,1.32,0,M0V,0.11,0.18,4060,,0.57,,,,,,,,
HD 40307,HIP 27887,HD 40307,GJ 2046,1,0,0,1,5,05h54m04.30s,88.517922,-60d01m24.0s,-60.023325,13,,,7.17,0,0.94,0,K3V,0.27,0.02,4827,,0.74,,4.61,,2.6,,-0.28,,[Fe/H]
HIP 27890,HIP 27890,HD 40409,GJ 224.1,1,1,0,0,0,05h54m05.90s,88.524584,-63d05m27.7s,-63.091021,26.25,0.54,-0.51,4.64,0.02,1.05,0.02,K1III/IV,12.3,0.11,4661,,1.9,,2.92,,,,,,
HIP 27913,HIP 27913,HD 39587,GJ 222 A,1,1,1,0,0,05h54m23.08s,88.596183,+20d16m35.1s,20.276415,8.66,,,4.39,0.02,0.59,0.01,G0V,1.17,0.06,5882,,1.03,,4.44,,4.32,,-0.01,,[Fe/H]
HIP 27918,HIP 27918,HD 39715,GJ 223,1,0,0,0,0,05h54m28.53s,88.618878,+02d08m37.7s,2.143803,26.57,0.82,-0.77,8.84,0,1.01,0,K3V,0.26,0.06,4798,,0.77,,4.62,,5.7,,-0.04,,[Fe/H]
HD 39855,HIP 27922 A,HD 39855,,1,0,0,0,1,05h54m30.10s,88.625409,-19d42m15.4s,-19.704282,23.57,0.48,-0.46,7.47,0.01,0.73,0.01,G6V,0.52,0.07,5510,,0.85,,4.63,,,,,,
HIP 28035,HIP 28035,,,1,0,0,0,0,05h55m43.01s,88.929199,-26d51m23.3s,-26.856481,14.58,0.45,-0.42,10.82,0.01,1.48,0.01,M2.5V,0.05,0.23,3429,,0.46,,,,,,,,
HIP 28066,HIP 28066,HD 39881,GJ 224,1,0,0,0,0,05h56m03.21s,89.01337,+13d55m33.9s,13.926088,26.6,0.54,-0.52,6.6,0.01,0.65,0.01,G5IV,1.47,0.05,5718,,0.97,,4.26,,10.64,,-0.13,,[Fe/H]
HIP 28103,HIP 28103,HD 40136,GJ 225,1,1,1,0,0,05h56m24.32s,89.101326,-14d10m04.9s,-14.168038,14.88,,,3.71,0.01,0.34,0.01,F1V,6.02,0.05,7069,,1.58,,4.01,,,,,,
HIP 28153 A,HIP 28153 A,,,1,0,0,0,0,05h56m56.09s,89.233725,-46d55m58.0s,-46.932787,23.57,0.73,-0.69,10.58,0.01,1.45,0.01,M:,0.09,0.11,3823,,0.54,,,,,,,,
HIP 28267,HIP 28267,HD 40397,GJ 3376 A,1,0,0,0,0,05h58m21.49s,89.589558,-04d39m00.6s,-4.650173,23.55,0.24,-0.23,6.99,0.02,0.72,0.01,F7V,0.87,0.06,5542,,0.91,,4.4,,11.48,,-0.1,,[Fe/H]
HIP 28360,HIP 28360,HD 40183,GJ 3375,1,1,0,0,0,05h59m31.77s,89.882373,+44d56m50.8s,44.947435,24.87,0.25,-0.25,1.89,0.01,0.07,0.01,A2V,110.91,0.05,9024,,3.34,,3.71,,,,,,
HIP 28368,HIP 28368,,GJ 3371 A,1,0,0,0,0,05h59m37.74s,89.907265,+58d35m37.1s,58.593628,13.53,0.28,-0.27,10.25,0.01,1.48,0.02,M1,0.05,0.11,3694,,0.46,,,,,,,,
HIP 28442,HIP 28442,HD 40887,GJ 225.2 A,1,0,0,0,0,06h00m19.80s,90.082514,-31d01m52.2s,-31.03118,16.39,8.83,-4.25,7.85,0.01,1.14,0.01,K3/K4V,0.32,0.94,4382,,0.74,,,,,,,,
HIP 28634,HIP 28634,HD 40650,,1,0,0,0,0,06h02m45.11s,90.68797,+47d48m33.5s,47.809304,28.61,0.29,-0.28,6.49,0.02,0.56,0.02,F5,1.84,0.06,5948,,1.03,,4.27,,7.24,,-0.1,,[Fe/H]
HIP 28754,HIP 28754,,GJ 9201,1,0,0,0,0,06h04m19.66s,91.081916,-55d18m49.8s,-55.313842,28.37,2.47,-2.1,12.14,0,1.46,0,K,0.04,0.19,3638,,0.44,,,,,,,,
HIP 28764,HIP 28764,HD 41700,GJ 9200,1,0,0,0,0,06h04m28.51s,91.11878,-45d02m13.9s,-45.037202,26.57,0.27,-0.26,6.35,0,0.52,0.01,F8/G0V,1.78,0.03,6241,,1.16,,4.4,,,,,,
HIP 28774,HIP 28774,HD 250962,,1,0,0,0,0,06h04m32.88s,91.13698,+30d14m18.4s,30.238442,25.52,10.42,-5.74,9.58,0.01,0.1,0.02,A0,0.08,0.77,8463,,0.53,,,,,,,,
HIP 28790 A,HIP 28790 A,HD 41742,,1,0,0,0,0,06h04m40.17s,91.167363,-45d04m46.4s,-45.07955,26.9,0.55,-0.53,5.93,0.01,0.49,0.01,F5V,2.63,0.05,6446,,1.28,,4.12,,,,,,
HIP 28796 A,HIP 28796 A,HD 41824,,1,0,0,0,0,06h04m46.77s,91.194888,-48d27m29.7s,-48.458247,30,0.61,-0.59,6.6,0,0.71,0.01,G6V,1.99,0.04,5440,,1.19,,4.12,,,,,,
HIP 28898,HIP 28898,HD 42286,GJ 9202,1,0,0,0,0,06h06m03.76s,91.515682,-59d32m29.0s,-59.541376,27.4,0.56,-0.54,8.45,0,0.84,0,K1V,0.34,0.05,5029,,0.76,,4.61,,,,,,
HIP 28908,HIP 28908,HD 41330,GJ 226.3,1,0,0,0,0,06h06m08.62s,91.535933,+35d23m18.4s,35.388458,25.62,0.26,-0.25,6.12,0.02,0.6,0,G0V,2.1,0.05,5858,,1.21,,4.25,,,,,,
HIP 28936,HIP 28936,,,1,0,0,0,0,06h06m26.70s,91.61127,+10d44m54.5s,10.748479,14.61,16.48,-5.06,8.91,0.04,0.37,0.04,F0,0.05,1.67,6635,,0.46,,,,,,,,
HIP 28954,HIP 28954,HD 41593,GJ 227,1,0,0,0,0,06h06m40.55s,91.668963,+15d32m32.5s,15.542357,15.27,0.15,-0.15,6.75,0.02,0.81,0,K0,0.47,0.05,5300,,0.82,,,,,,,,
HIP 28964,HIP 28964,HD 42505,,1,0,0,0,0,06h06m43.75s,91.682306,-62d40m58.9s,-62.683039,26.77,0.55,-0.52,9.43,0.05,1.11,0.01,K4V,0.17,0.12,4558,,0.63,,,,,,,,
HIP 29052,HIP 29052,,,1,0,0,0,0,06h07m43.86s,91.932734,-25d44m39.7s,-25.744368,11.35,0.35,-0.33,11.89,0.01,1.6,0.01,,0.01,0.12,3388,,0.32,,,,,,,,
HIP 29067,HIP 29067,,GJ 226.2,1,0,0,0,0,06h07m55.33s,91.980526,+67d58m37.5s,67.977091,24.47,1.29,-1.17,9.75,0.01,1.25,0.02,K8,0.13,0.11,4283,,0.59,,,,,,,,
HIP 29208,HIP 29208,HD 42182,,1,0,0,0,0,06h09m35.88s,92.399489,+05d40m07.6s,5.668787,28.79,1.2,-1.11,8.38,0.03,0.92,0.03,G0,0.39,0.11,5110,,0.78,,,,,,,,
HIP 29271,HIP 29271,HD 43834,GJ 231,1,1,1,0,0,06h10m14.20s,92.55918,-74d45m09.1s,-74.752528,10.2,,,5.08,0.01,0.71,0.02,G6V,0.91,0.1,5587,,0.94,,4.45,,8.76,,0.09,,[Fe/H]
HIP 29277,HIP 29277,,GJ 226,1,0,0,0,0,06h10m19.63s,92.581806,+82d06m36.0s,82.110003,9.37,0.09,-0.09,10.48,0.01,1.51,0.01,M3,0.02,0.1,3508,,0.38,,,,,,,,
HIP 29295,HIP 29295,HD 42581,GJ 229 A,1,0,0,0,0,06h10m34.70s,92.64459,-21d51m46.5s,-21.862908,5.75,0.06,-0.06,8.15,0.01,1.49,0.01,M1.5V,0.06,0.09,3710,,0.48,,4.81,,,,,,
HIP 29316 A,HIP 29316 A,,GJ 228 A,1,0,0,0,0,06h10m54.77s,92.728196,+10d19m13.1s,10.320318,10.91,0.45,-0.42,10.39,0.01,1.46,0.01,M3,0.03,0.13,3527,,0.42,,,,,,,,
HIP 29322,HIP 29322,,GJ 9206,1,0,0,0,0,06h10m59.63s,92.748465,-65d12m14.2s,-65.203937,28.18,1.8,-1.6,11.29,0.01,1.42,0.02,K:,0.07,0.17,3783,,0.5,,,,,,,,
HD 42618,HIP 29432,HD 42618,GJ 3387,1,0,0,0,1,06h12m00.45s,93.00188,+06d47m01.3s,6.78369,23.5,0.24,-0.23,6.86,0.02,0.64,0.01,G4V,0.9,0.05,5747,,0.97,,4.49,,3.72,,-0.11,,[Fe/H]
HIP 29525,HIP 29525,HD 42807,GJ 230,1,0,0,0,0,06h13m12.46s,93.301902,+10d37m40.3s,10.627866,17.95,0.18,-0.18,6.42,0.02,0.66,0.01,G8V,0.79,0.04,5617,,0.94,,4.5,,,,,,
HIP 29548,HIP 29548,,GJ 3386,1,0,0,0,0,06h13m35.06s,93.396081,+63d23m40.7s,63.394641,25.14,0.78,-0.73,9.68,0.07,1.21,0.02,M0,0.14,0.16,4306,,0.61,,,,,,,,
HIP 29568,HIP 29568,HD 43162,GJ 3389,1,0,0,0,0,06h13m45.33s,93.438857,-23d51m43.9s,-23.862207,16.72,0.17,-0.17,6.37,0.02,0.71,0.01,G5V,0.75,0.11,5571,,0.93,,4.49,,,,,,
HIP 29650,HIP 29650,HD 43042,GJ 3390,1,0,0,1,0,06h14m50.94s,93.712233,+19d09m24.8s,19.156889,20.82,0.21,-0.21,5.2,0,0.43,0,F6V,3.05,0.1,6418,,1.28,,4.26,,2.28,,0.05,,[Fe/H]
HIP 29761,HIP 29761,HD 42250,GJ 9205,1,0,0,0,0,06h16m02.70s,94.011262,+70d46m57.6s,70.782653,25.73,0.53,-0.5,7.42,0.02,0.78,0.01,G5,0.69,0.06,5396,,0.88,,4.49,,9.88,,0.01,,[Fe/H]
HIP 29800,HIP 29800,HD 43386,GJ 9207,1,0,0,0,0,06h16m26.57s,94.110708,+12d16m18.2s,12.27171,19.25,0.19,-0.19,5.03,0.02,0.43,0.02,F5IV-V,3.03,0.1,6602,,1.33,,4.34,,,,,,
HIP 29810,HIP 29810,HD 254229,,1,0,0,0,0,06h16m39.56s,94.164841,+25d12m25.5s,25.207078,22.32,1.68,-1.46,9.38,0.05,1.11,0.05,K2,0.12,0.23,4632,,0.58,,,,,,,,
HIP 29860,HIP 29860,HD 43587,GJ 231.1 A,1,0,0,1,0,06h17m16.25s,94.317702,+05d05m58.9s,5.099696,19.25,0.19,-0.19,5.7,0,0.61,0,G0.5Vb,1.73,0.1,5892,,1.03,,4.27,,7.64,,-0.04,,[Fe/H]
HIP 30067,HIP 30067,HD 43947,,1,0,0,0,0,06h19m40.18s,94.917429,+16d00m47.8s,16.013284,27.54,0.56,-0.54,6.62,0.02,0.55,0.02,F8V,1.52,0.06,5933,,0.97,,4.32,,7.96,,-0.29,,[Fe/H]
HIP 30104,HIP 30104,HD 44594,,1,0,0,0,0,06h20m05.93s,95.024699,-48d44m25.6s,-48.740443,25.13,0.25,-0.25,6.61,0.02,0.66,0.01,G3V,1.29,0.05,5844,,1.05,,4.4,,5.52,,0.15,,[Fe/H]
HIP 30112,HIP 30112,HD 288595,,1,0,0,0,0,06h20m13.28s,95.055319,+02d15m32.9s,2.259142,28.46,1.19,-1.09,9.83,0,1.27,0.01,K7V,0.17,0.09,4247,,0.63,,,,,,,,
HIP 30225,HIP 30225,HD 44573,,1,0,0,0,0,06h21m33.11s,95.387959,-22d12m51.0s,-22.214172,28.07,0.87,-0.82,8.48,0,0.92,0,K2V,0.35,0.07,5014,,0.76,,,,,,,,
HIP 30256,HIP 30256,,GJ 2049,1,0,0,0,0,06h21m54.21s,95.475865,-22d43m26.5s,-22.724016,25,2.17,-1.85,10.69,0.01,1.37,0.01,M1Vk,0.08,0.21,3827,,0.53,,,,,,,,
HIP 30314,HIP 30314,HD 45270,,1,0,0,0,0,06h22m30.95s,95.628976,-60d13m07.7s,-60.218808,23.78,0.24,-0.24,6.53,0,0.61,0,G1V,1.23,0.02,5897,,1.06,,4.44,,,,,,
HIP 30344,HIP 30344,HD 44821,,1,0,0,0,0,06h22m57.67s,95.740303,-24d33m21.8s,-24.556049,29.33,0.6,-0.58,7.36,0.02,0.68,0.02,K0/1V(+G),0.88,0.06,5783,,1.04,,4.52,,3.5,,0.11,,[Fe/H]
HIP 30365,HIP 30365,,,1,0,0,0,0,06h23m10.65s,95.794382,+08d54m25.9s,8.907204,17.63,,,11.21,9.9,,,,0.02,,4391,,0.35,,,,,,,,
HIP 30476,HIP 30476,HD 45289,,1,0,0,0,0,06h24m24.41s,96.101715,-42d50m57.9s,-42.849408,27.93,0.28,-0.28,6.67,0.02,0.67,0,G5V,1.54,0.04,5737,,0.99,,4.29,,9.88,,-0.02,,[Fe/H]
HD 45184,HIP 30503,HD 45184,GJ 3394,1,0,0,0,2,06h24m43.99s,96.18329,-28d46m47.3s,-28.779819,21.88,0.22,-0.22,6.37,0.02,0.63,0.01,G2V,1.21,0.05,5810,,1.01,,4.38,,6.8,,0.04,,[Fe/H]
HIP 30630,HIP 30630,HD 45088,GJ 233 A,1,0,0,0,0,06h26m10.32s,96.543012,+18d45m26.3s,18.757303,14.73,0.3,-0.29,6.77,0.01,0.97,0.01,K0,0.46,0.12,4647,,0.82,,4.39,,,,,,
HIP 30711,HIP 30711,HD 45588,GJ 9212 A,1,0,0,0,0,06h27m11.48s,96.797821,-25d51m21.5s,-25.855972,29.87,0.3,-0.3,6.05,0.02,0.53,0.02,F8/G0V,2.94,0.05,6168,,1.21,,4.2,,3.68,,0.04,,[Fe/H]
HIP 30862,HIP 30862,HD 45391,,1,0,0,0,0,06h28m46.24s,97.192684,+36d28m49.9s,36.48052,24.58,0.5,-0.48,7.15,0.01,0.61,0.01,G0,0.76,0.05,5624,,1.01,,4.49,,10.6,,-0.5,,[Fe/H]
HIP 30893,HIP 30893,HD 257886,,1,0,0,0,0,06h29m05.69s,97.273706,+27d00m35.6s,27.009893,29.71,1.24,-1.14,8.59,0.01,0.91,0.02,K2V,0.36,0.11,4989,,0.77,,,,,,,,
HIP 30920,HIP 30920,,GJ 234 A,1,0,0,0,0,06h29m23.00s,97.345813,-02d48m44.9s,-2.812475,4.09,,,11.07,0.01,1.69,0.01,M4.5V,0.01,0.09,3093,,0.29,,,,,,,,
HIP 30979,HIP 30979,HD 45977,,1,0,0,0,0,06h30m07.39s,97.530812,-11d48m32.9s,-11.809134,28.33,1.18,-1.09,9.11,0.04,1.12,0.02,K3/4V,0.25,0.13,4570,,0.7,,,,,,,,
HIP 31083,HIP 31083,HD 46090,,1,0,0,0,0,06h31m21.55s,97.839812,+02d54m40.6s,2.911269,27.78,0.57,-0.54,7.13,0.02,0.7,0.02,G3/5V,1.03,0.07,5523,,1.06,,4.5,,,,,,
HIP 31126 A,HIP 31126 A,,GJ 237,1,0,0,0,0,06h31m51.34s,97.963901,-43d32m02.3s,-43.533973,23.4,0.72,-0.68,10.58,0,1.43,0.01,,0.09,0.12,3759,,0.55,,,,,,,,
HIP 31134,HIP 31134,HD 47252,,1,0,0,0,0,06h31m56.82s,97.98677,-68d42m31.6s,-68.708771,27.8,0.57,-0.55,8.27,0.01,0.78,0.01,G8/K0V,0.39,0.05,5279,,0.78,,4.59,,,,,,
HIP 31148,HIP 31148,,GJ 236,1,0,0,0,0,06h32m08.55s,98.035631,-27d01m56.0s,-27.032229,26.62,1.7,-1.51,11.42,0.01,1.36,0.02,M,0.05,0.15,3927,,0.45,,,,,,,,
HIP 31156,HIP 31156,HD 46136 B,,1,0,0,0,0,06h32m17.81s,98.074191,+17d46m46.4s,17.779546,17.91,5.97,-3.58,6.91,0,0.4,0,G8,0.47,0.63,6602,,0.82,,,,,,,,
HIP 31292,HIP 31292,,,1,0,0,0,0,06h33m47.54s,98.448086,-75d37m32.2s,-75.625614,8.68,0.86,-0.72,11.01,0.3,1.44,0.3,M3V,0.01,0.59,3493,,0.33,,,,,,,,
HIP 31293,HIP 31293,,,1,0,0,0,0,06h33m43.98s,98.433254,-75d37m50.4s,-75.630668,9.02,0.18,-0.18,10.31,0.18,1.49,0.18,M2V,0.03,0.29,3493,,0.4,,,,,,,,
HIP 31300,HIP 31300,,GJ 238,1,0,0,0,0,06h33m50.42s,98.460095,-58d31m49.4s,-58.530393,16.46,0.51,-0.48,11.59,0.01,1.55,0.01,M,0.03,0.12,3433,,0.41,,,,,,,,
HIP 31555,HIP 31555,,,1,0,0,0,0,06h36m18.40s,99.076662,-40d00m24.2s,-40.006736,19.55,0.6,-0.57,10.59,0.01,1.48,0.01,,0.06,0.12,3819,,0.49,,,,,,,,
7 CMa,HIP 31592,HD 47205,GJ 239.1,1,1,0,1,1,06h36m41.00s,99.170829,-19d15m20.6s,-19.255709,19.75,,,3.95,0.02,1.06,0.02,K1III(+M),11.99,0.06,4799,,1.89,,3.05,,,,,,
HIP 31634 A,HIP 31634 A,,GJ 240,1,0,0,0,0,06h37m11.08s,99.29617,-50d02m17.9s,-50.038297,15.36,0.31,-0.3,9.6,0.01,1.44,0.01,K0,0.09,0.1,3802,,0.55,,,,,,,,
HIP 31635,HIP 31635,HD 260655,GJ 239,1,0,0,0,0,06h37m11.27s,99.296945,+17d33m50.4s,17.563995,9.75,0.2,-0.19,9.59,0.01,1.51,0.01,M1:,0.04,0.05,3843,,0.43,,,,,,,,
HIP 31660,HIP 31660,HD 47127,,1,0,0,0,0,06h37m33.94s,99.391437,+12d10m52.5s,12.181248,26.92,0.55,-0.53,6.83,0.02,0.72,0.02,G5,1.25,0.06,5605,,0.95,,4.31,,12.76,,0.1,,[Fe/H]
HIP 31711 A,HIP 31711 A,HD 48189,GJ 3400 A,1,0,0,0,0,06h38m00.42s,99.501768,-61d32m00.8s,-61.533564,21.29,0.43,-0.42,6.26,0.02,0.62,0.01,G1/2V,1.34,0.06,5821,,1.08,,4.35,,,,,,
HIP 31862,HIP 31862,,GJ 3403,1,0,0,0,0,06h39m38.05s,99.908534,-55d36m34.9s,-55.609704,13.3,0.13,-0.13,9.81,0.01,1.47,0.01,K7V,0.06,0.1,3801,,0.48,,,,,,,,
HIP 31878,HIP 31878,,,1,0,0,0,0,06h39m50.06s,99.95857,-61d28m42.2s,-61.478385,22.35,0.46,-0.44,9.73,0.01,1.31,0.01,M1V,0.12,0.1,4214,,0.58,,,,,,,,
HIP 32010,HIP 32010,HD 47752,GJ 241,1,0,0,0,0,06h41m15.58s,100.314916,+23d57m30.2s,23.958388,17.45,0.36,-0.34,8.06,0.01,1.06,0.01,K2,0.23,0.06,4707,,0.74,,4.62,,4.1,,-0.1,,[Fe/H]
HIP 32043,HIP 32043,,,1,0,0,0,0,06h41m39.55s,100.414783,-35d33m13.4s,-35.553736,29.46,1.23,-1.13,9.64,0.06,0.98,0.01,K5,0.2,0.15,4369,,0.66,,,,,,,,
HIP 32277,HIP 32277,,,1,0,0,0,0,06h44m19.42s,101.080918,+40d37m22.9s,40.62303,25.81,50.1,-10.26,9.53,0.1,1.27,0.1,K,6.49,2.44,2742,,1.62,,,,,,,,
HIP 32313,HIP 32313,,GJ 2050,1,0,0,0,0,06h44m45.92s,101.191328,+71d53m20.3s,71.888964,21.86,1.15,-1.04,11.04,0.21,1.36,0.13,M0:V:,0.06,0.39,3693,,0.48,,,,,,,,
HIP 32322,HIP 32322,HD 48938,GJ 243,1,0,0,0,0,06h44m51.96s,101.216483,-27d20m32.6s,-27.342381,27.14,0.27,-0.27,6.43,0.02,0.52,0.02,F7V,1.73,0.05,5937,,1.06,,4.31,,8.9,,-0.43,,[Fe/H]
HIP 32349,HIP 32349,HD 48915,GJ 244 A,1,1,1,0,0,06h45m09.25s,101.288541,-16d42m47.3s,-16.713143,2.63,,,-1.44,0,0.01,0.01,A1.0V,30.48,0.05,9580,,2.4,,4.2,,,,,,
HIP 32362,HIP 32362,HD 48737,GJ 242,1,1,0,0,0,06h45m17.43s,101.32264,+12d53m45.8s,12.896055,18,,,3.32,0.02,0.44,0.01,F5IV,12.77,0.06,6455,,1.92,,3.61,,,,,,
HIP 32366,HIP 32366,HD 49095,GJ 245.1,1,0,0,0,0,06h45m23.08s,101.346168,-31d47m34.5s,-31.792922,24.38,0.25,-0.24,5.92,0.01,0.49,0.02,F7V,2.21,0.04,6322,,1.22,,4.36,,,,,,
HIP 32423,HIP 32423,HD 263175,GJ 3408 A,1,0,0,0,0,06h46m05.37s,101.52236,+32d33m19.6s,32.555437,26.24,0.81,-0.76,8.81,0.04,0.96,0.01,K3V,0.24,0.1,4770,,0.7,,4.67,,,,,,
HIP 32439,HIP 32439,HD 46588,GJ 240.1,1,0,0,0,0,06h46m14.47s,101.56029,+79d33m58.6s,79.566278,17.87,,,5.43,0.02,0.51,0.02,F8V,1.87,0.05,6197,,1.17,,4.3,,,,,,
HIP 32480,HIP 32480,HD 48682,GJ 245,1,0,0,1,0,06h46m44.34s,101.684746,+43d34m37.3s,43.577025,16.72,0.17,-0.17,5.25,0.02,0.55,0.02,G0V,1.95,0.06,6064,,1.08,,4.41,,4,,0.12,,[Fe/H]
HIP 32560,HIP 32560,,GJ 246,1,0,0,0,0,06h47m38.16s,101.908993,+37d31m05.3s,37.518133,15.74,1,-0.89,12.06,0.03,-0.1,0.05,DAn,0.01,0.19,12427,,0.27,,,,,,,,
HIP 32607,HIP 32607,HD 50241,GJ 248,1,1,0,0,0,06h48m11.54s,102.048071,-61d56m31.1s,-61.94198,29.6,1.56,-1.41,3.23,0.02,0.22,0.02,A7IV,36.4,0.14,7536,,2.51,,3.42,,,,,,
HIP 32723,HIP 32723,,GJ 3411,1,0,0,0,0,06h49m35.74s,102.398915,+35d08m28.7s,35.141307,27.53,1.45,-1.31,10.18,0.01,1.33,0.02,K5,0.12,0.11,4160,,0.58,,,,,,,,
HIP 32765,HIP 32765,HD 50223,GJ 249.1,1,0,0,0,0,06h49m54.62s,102.477571,-46d36m55.7s,-46.61547,25.26,,,5.13,0.02,0.45,0.02,F5V,4.8,0.06,6482,,1.49,,4.01,,,,,,
HIP 32769,HIP 32769,HD 48948,GJ 247,1,0,0,0,0,06h49m56.73s,102.486362,+60d20m04.4s,60.334546,16.63,0.34,-0.33,8.59,0,1.21,0.01,M0p,0.17,0.06,4360,,0.63,,,,,,,,
HIP 32851,HIP 32851,HD 49933,,1,0,0,0,0,06h50m49.82s,102.707579,-00d32m25.5s,-0.540427,29.68,0.3,-0.29,5.77,0.02,0.4,0.01,F2V,3.68,0.07,6469,,1.4,,,,,,,,
HIP 32919,HIP 32919,HD 49601,GJ 249,1,0,0,0,0,06h51m32.60s,102.885854,+47d22m10.2s,47.369503,18.56,0.38,-0.36,8.98,0.05,1.23,0,K2,0.15,0.1,4286,,0.62,,,,,,,,
HIP 32939,HIP 32939,,,1,0,0,0,0,06h51m42.63s,102.927605,-43d53m14.0s,-43.887229,25.4,0.79,-0.74,10.09,0.08,1.09,0.02,M0V,0.12,0.17,4079,,0.58,,,,,,,,
HIP 32971,HIP 32971,HD 50255,,1,0,0,0,0,06h52m02.42s,103.010068,-11d12m16.3s,-11.204536,29.76,1.9,-1.68,7.43,0.02,0.7,0.02,G5,0.92,0.15,5575,,0.98,,4.38,,,,,,
HIP 32984,HIP 32984,HD 50281,GJ 250 A,1,0,0,0,0,06h52m18.37s,103.076537,-05d10m25.3s,-5.173705,8.71,,,6.58,0.02,1.08,0.02,K3V,0.24,0.1,4758,,0.77,,4.64,,3.1,,0.14,,[Fe/H]
HIP 33094,HIP 33094,HD 50806,GJ 9219,1,0,0,0,0,06h53m33.76s,103.390646,-28d32m19.4s,-28.53872,25.89,0.26,-0.26,6.04,0.02,0.71,0.01,G3/5V,2.42,0.11,5683,,1.05,,4.11,,9.4,,0.07,,[Fe/H]
HIP 33142,HIP 33142,,GJ 3412 A,1,0,0,0,0,06h54m03.64s,103.515179,+60d52m27.0s,60.874174,10.48,0.21,-0.21,11.01,0.01,1.55,0.02,M:,0.02,0.11,3402,,0.38,,,,,,,,
HIP 33202 A,HIP 33202 A,HD 50635,GJ 9220 A,1,1,0,0,0,06h54m38.59s,103.660808,+13d10m40.9s,13.178016,25.63,1.07,-0.99,4.73,0.01,0.32,0.02,F0Vp,6.95,0.14,7064,,1.64,,,,,,,,
HD 50554,HIP 33212,HD 50554,,1,0,0,1,1,06h54m42.85s,103.678538,+24d14m44.9s,24.245793,29.91,0.61,-0.59,6.84,0.02,0.57,0.02,F8,1.44,0.06,6012,,1.1,,,,,,,,
