star_name,hip_name,hd_name,gj_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_bmv,st_bmverr,st_spttype,st_lbol,st_lbolerr,st_teff,st_tefferr,st_mass,st_masserr,st_logg,st_loggerr,st_age,st_ageerr,st_metfe,st_metfeerr,st_metratio
HIP 57757,HIP 57757,HD 102870,GJ 449,1,1,1,1,0,11h50m41.29s,177.672025,+01d45m55.4s,1.765377,10.93,,,3.59,0.01,0.52,0.02,F9V,3.79,0.05,6161,,1.35,,4.14,,2.96,,0.18,,[Fe/H]
HIP 57802,HIP 57802,,GJ 450,1,0,0,0,0,11h51m07.53s,177.781382,+35d16m17.0s,35.271398,8.59,0.09,-0.09,9.76,0.01,1.48,0.02,M1V,0.03,0.1,3635,,0.41,,,,,,,,
HIP 57866,HIP 57866,HD 103072,,1,0,0,0,0,11h52m08.32s,178.034663,+18d45m21.3s,18.755918,26.35,0.81,-0.77,8.39,0.03,0.86,0.02,K2,0.32,0.09,5029,,0.75,,4.6,,,,,,
HIP 57939,HIP 57939,HD 103095,GJ 451 A,1,0,0,0,0,11h52m55.82s,178.232568,+37d43m58.1s,37.732808,9.09,,,6.42,0.02,0.75,0.01,G8Vp,0.23,0.04,4950,,0.66,,4.63,,,,-1.37,,[Fe/H]
HIP 57959,HIP 57959,,GJ 452 A,1,0,0,0,0,11h53m16.19s,178.317456,-07d22m23.2s,-7.373114,19.57,1.47,-1.28,11.89,0.01,1.54,0.01,M4,0.03,0.19,3496,,0.4,,,,,,,,
HIP 58001,HIP 58001,HD 103287,,1,1,0,0,0,11h53m49.74s,178.457255,+53d41m41.0s,53.694733,25.5,0.26,-0.25,2.39,0.02,0.05,0.02,A0VSB,74.95,0.07,9272,,3.02,,3.64,,,,,,
HIP 58099,HIP 58099,,GJ 452.4,1,0,0,0,0,11h54m57.33s,178.738873,+28d44m18.1s,28.738348,29.12,2.19,-1.91,10.61,0.2,1.36,0,M0V,0.11,0.4,3938,,0.57,,,,,,,,
HIP 58114,HIP 58114,,GJ 9381,1,0,0,0,0,11h55m07.64s,178.781849,+00d58m25.3s,0.973682,26.28,1.98,-1.72,11.47,0.01,1.42,0.01,M2:,0.06,0.2,3648,,0.49,,,,,,,,
HIP 58170,HIP 58170,,GJ 2086,1,0,0,0,0,11h55m48.69s,178.952887,-38d16m46.7s,-38.279648,24.34,1.83,-1.59,11.96,0.01,1.53,0.01,M1V,0.03,0.19,3680,,0.41,,,,,,,,
HIP 58293,HIP 58293,HD 103836,,1,0,0,0,0,11h57m16.52s,179.318828,-26d08m30.3s,-26.141751,26.93,0.83,-0.78,8.93,0.04,1.02,0.01,K3/4V,0.25,0.11,4724,,0.7,,,,,,,,
HIP 58314,HIP 58314,HD 103847,,1,0,0,0,0,11h57m29.17s,179.371551,+19d59m01.6s,19.983771,27.89,0.57,-0.55,8.07,0,0.83,0.01,G5,0.47,0.06,5248,,0.82,,,,,,,,
HIP 58321,HIP 58321,,GJ 3695,1,0,0,0,0,11h57m33.21s,179.388371,+11d49m37.8s,11.82716,24.18,1.82,-1.58,11.81,0.01,1.46,0.02,M2:,0.04,0.19,3594,,0.44,,,,,,,,
HIP 58345,HIP 58345,HD 103932,GJ 453,1,0,0,0,0,11h57m56.92s,179.487162,-27d42m19.9s,-27.705536,10.16,0.1,-0.1,6.99,0,1.13,0.01,K4V,0.25,0.1,4525,,0.78,,4.63,,,,,,
HD 103949,HIP 58374,HD 103949,,1,0,0,0,1,11h58m11.81s,179.549229,-23d55m25.5s,-23.923756,25.63,0.79,-0.75,8.69,0.03,0.99,0.02,K3V,0.26,0.09,4848,,0.71,,,,,,,,
HD 104067,HIP 58451,HD 104067,GJ 1153,1,0,0,0,1,11h59m09.92s,179.791337,-20d21m09.9s,-20.352751,21.07,0.43,-0.41,7.92,0.01,0.98,0.01,K2V,0.34,0.06,4956,,0.83,,4.6,,0.4,,0.1,,[Fe/H]
HIP 58576,HIP 58576,HD 104304,GJ 454,1,0,1,1,0,12h00m44.37s,180.184864,-10d26m41.4s,-10.444839,12.76,,,5.53,0.02,0.77,0.02,G8IV,0.93,0.06,5565,,0.98,,4.43,,8.48,,0.27,,[Fe/H]
HIP 58688 A,HIP 58688 A,,GJ 2088,1,0,0,0,0,12h02m13.25s,180.555202,-38d00m26.7s,-38.007409,22.92,0.95,-0.88,10.52,0,1.42,0.01,M0V,0.08,0.1,3861,,0.53,,,,,,,,
HIP 58803,HIP 58803,HD 104731,GJ 3701,1,0,0,0,0,12h03m39.31s,180.913812,-42d26m01.6s,-42.433787,25.32,0.26,-0.25,5.15,0.01,0.42,0.02,F5V,4.73,0.06,6638,,1.49,,4.2,,,,,,
HIP 58880,HIP 58880,,GJ 2090,1,0,0,0,0,12h04m36.10s,181.150423,-38d16m22.9s,-38.27304,27.52,2.39,-2.04,11.77,0.01,1.49,0.02,M1V,0.05,0.21,3696,,0.46,,,,,,,,
HIP 58910,HIP 58910,HD 104901 B,,1,0,0,0,0,12h04m48.83s,181.203438,-62d00m08.3s,-62.002292,5.52,1.84,-1.1,7.78,0.02,0.46,0.02,F0Ib-II,0.03,0.64,4863,,0.4,,,,,,,,
HIP 59000,HIP 59000,HD 105065,GJ 455.1,1,0,0,0,0,12h05m50.67s,181.461122,-18d52m28.1s,-18.874477,22,0.68,-0.64,10.02,0.01,1.36,0.01,K5V,0.1,0.12,4085,,0.55,,,,,,,,
HIP 59072,HIP 59072,HD 105211,GJ 455.2,1,1,0,0,0,12h06m52.85s,181.72022,-64d36m49.1s,-64.613639,19.76,,,4.14,0.02,0.35,0.01,F0IV,7.12,0.06,6950,,1.65,,4.01,,,,,,
HIP 59198,HIP 59198,,GJ 456,1,0,0,0,0,12h08m22.77s,182.094855,-00d28m56.7s,-0.482414,26.12,1.97,-1.71,11.25,0.01,1.41,0.02,M1,0.05,0.17,3908,,0.47,,,,,,,,
HIP 59199,HIP 59199,HD 105452,GJ 455.3,1,1,1,0,0,12h08m24.75s,182.103136,-24d43m43.6s,-24.72878,14.94,,,4.02,0.01,0.33,0.02,F0IV/V,4.56,0.05,7081,,1.48,,4.23,,,,,,
HIP 59272,HIP 59272,HD 105590 A,GJ 9390 A,1,0,0,0,0,12h09m28.35s,182.368105,-11d51m24.0s,-11.856666,22.22,2.75,-2.2,6.81,0,0.67,0,G0...,0.84,0.26,5670,,0.96,,4.35,,,,,,
HIP 59280,HIP 59280,HD 105631,GJ 3706,1,0,0,0,0,12h09m37.50s,182.406235,+40d15m07.8s,40.25218,24.53,0.5,-0.48,7.46,0,0.79,0,K0V,0.62,0.04,5462,,0.95,,4.56,,5.4,,0.2,,[Fe/H]
HIP 59296,HIP 59296,HD 105671,GJ 456.1 A,1,0,0,0,0,12h09m55.30s,182.480434,-46d12m29.5s,-46.208188,19.77,0.4,-0.39,8.46,0.02,1.14,0,K4V,0.22,0.07,4578,,0.68,,,,,,,,
HIP 59378,HIP 59378,,GJ 9393,1,0,0,0,0,12h10m56.88s,182.737016,+41d03m26.0s,41.057218,21.58,0.9,-0.83,10.8,0.13,1.34,0.02,M2V,0.06,0.25,3876,,0.48,,,,,,,,
HIP 59406,HIP 59406,,GJ 3708 A,1,0,0,0,0,12h11m11.89s,182.799548,-19d57m36.5s,-19.960127,12.59,0.39,-0.37,11.71,0.01,1.57,0.01,,0.02,0.12,3418,,0.35,,,,,,,,
HIP 59496,HIP 59496,HD 238087,GJ 457,1,0,0,0,0,12h12m05.10s,183.021267,+58d55m35.0s,58.926399,28.01,0.87,-0.82,10.05,0,1.28,0,K5,0.14,0.08,4190,,0.6,,,,,,,,
HIP 59514,HIP 59514,HD 238090,GJ 458 A,1,0,0,0,0,12h12m20.63s,183.085942,+54d29m07.9s,54.485533,15.52,0.32,-0.3,9.76,0.06,1.38,0.01,M2,0.08,0.12,3883,,0.52,,,,,,,,
HIP 59602,HIP 59602,,GJ 9397,1,0,0,0,0,12h13m20.77s,183.336539,+16d41m43.7s,16.695471,28.04,3.12,-2.55,12.02,0.01,0.88,0.1,K:,0.04,0.25,3722,,0.43,,,,,,,,
HIP 59616,HIP 59616,,,1,0,0,0,0,12h13m32.74s,183.386421,-25d55m21.6s,-25.922674,23.41,1.23,-1.11,11.47,0.01,1.5,0.01,,0.04,0.15,3762,,0.44,,,,,,,,
HIP 59707,HIP 59707,HD 106453,,1,0,0,0,0,12h14m42.31s,183.676272,-24d46m30.4s,-24.775104,29.32,0.6,-0.57,7.47,0.02,0.71,0,K0/1V+(G),0.83,0.12,5669,,1,,4.55,,4.1,,0.1,,[Fe/H]
HD 106515 A,HIP 59743 A,HD 106515 A,GJ 9398 A,0,1,0,1,1,12h15m06.57s,183.777359,-07d15m26.4s,-7.257327,34.12,0.08,-0.08,7.972,0.014,0.821,0.025,G5,1.23,,5362,29,0.97,0.01,4.41,0.04,11.7,0.2,0.03,0.02,[Fe/H]
HIP 59748,HIP 59748,,GJ 458.2,1,0,0,0,0,12h15m09.05s,183.787728,+48d43m57.7s,48.732701,24.88,1.31,-1.18,10.55,0.01,1.41,0.01,M2V,0.1,0.11,3838,,0.55,,,,,,,,
HIP 59750,HIP 59750,HD 106516,,1,0,0,0,0,12h15m10.54s,183.793912,-10d18m35.8s,-10.30994,22.35,0.46,-0.44,6.11,0.01,0.47,0.01,F6V,1.56,0.05,6288,,1.12,,4.41,,,,,,
HIP 59774,HIP 59774,HD 106591,GJ 459,1,1,0,0,0,12h15m25.45s,183.856038,+57d01m57.4s,57.032598,24.69,,,3.28,0.02,0.08,0.01,A3Vvar,26.09,0.06,8613,,2.31,,3.7,,,,,,
HIP 59780 A,HIP 59780 A,HD 106549,,1,0,0,0,0,12h15m26.96s,183.862329,-31d05m38.2s,-31.093949,21.4,1.13,-1.02,9.78,0.07,1.38,0.01,K5V,0.13,0.19,3943,,0.59,,,,,,,,
HIP 59816 A,HIP 59816 A,,GJ 9400 A,1,0,0,0,0,12h15m58.52s,183.993826,+05d38m25.2s,5.640322,28.99,3.22,-2.64,9.45,0,1.22,0,K8,0.23,0.23,4362,,0.69,,,,,,,,
HIP 60074,HIP 60074,HD 107146,,1,0,0,0,0,12h19m06.61s,184.777535,+16d32m55.2s,16.548657,27.46,0.28,-0.27,7.04,0.02,0.6,0,G2V,1.03,0.06,5882,,1.04,,4.47,,1.8,,-0.03,,[Fe/H]
HIP 60093,HIP 60093,,GJ 459.3,1,0,0,0,0,12h19m24.52s,184.852167,+28d22m55.8s,28.382179,25.38,1.34,-1.21,10.62,0.01,1.44,0.01,M2V,0.1,0.14,3811,,0.55,,,,,,,,
HIP 60121,HIP 60121,,,1,0,0,0,0,12h19m48.23s,184.950946,+52d46m46.1s,52.779463,27.96,1.78,-1.58,11.03,0.24,1.56,0.08,M0,0.07,0.44,3964,,0.5,,,,,,,,
HIP 60207,HIP 60207,HD 107388,,1,0,0,0,0,12h20m47.05s,185.196055,-19d53m45.3s,-19.895913,29.04,0.9,-0.85,8.97,0.04,1.01,0,K3V,0.26,0.12,4844,,0.71,,,,,,,,
HIP 60303,HIP 60303,HD 107596,GJ 462,1,0,0,0,0,12h21m53.94s,185.474736,+42d08m06.5s,42.135142,15.85,0.32,-0.31,9.4,0.05,1.35,0.01,M0V,0.09,0.11,4046,,0.54,,,,,,,,
HIP 60310,HIP 60310,HD 107576,,1,0,0,0,0,12h21m59.84s,185.499324,-41d03m32.3s,-41.058978,24.69,0.76,-0.72,8.54,0,1.06,0,K4V,0.29,0.07,4755,,0.73,,,,,,,,
HIP 60343,HIP 60343,,GJ 3721,1,0,0,0,0,12h22m21.72s,185.5905,+25d10m13.6s,25.170455,29.91,2.25,-1.96,11.35,0.01,1.35,0.02,M:,0.07,0.18,3854,,0.5,,,,,,,,
HIP 60353,HIP 60353,HD 107705,,1,0,0,0,0,12h22m32.14s,185.633902,+05d18m20.1s,5.305574,29.92,0.61,-0.59,6.47,0.02,0.57,0.02,F8V,2.02,0.07,6130,,1.16,,4.34,,3.28,,0.13,,[Fe/H]
HIP 60370,HIP 60370,HD 107692,,1,0,0,0,0,12h22m44.68s,185.686151,-39d10m38.4s,-39.177322,25.49,0.26,-0.25,6.7,0,0.64,0,G3IV/V,1.21,0.03,5867,,1.07,,4.46,,2.88,,0.15,,[Fe/H]
HIP 60398,HIP 60398,,GJ 463,1,0,0,0,0,12h23m01.05s,185.754394,+64d01m47.7s,64.029918,18.34,0.76,-0.71,11.63,0.2,1.61,0.08,M4,0.03,0.35,3469,,0.42,,,,,,,,
HIP 60444 A,HIP 60444 A,,GJ 3722,1,0,0,0,0,12h23m32.83s,185.886798,+67d11m19.0s,67.18861,12.9,0.54,-0.5,11.54,0.23,0.95,0.23,M2.5,0.02,0.39,3376,,0.38,,,,,,,,
HIP 60475,HIP 60475,HD 107888,GJ 464,1,0,0,0,0,12h23m53.53s,185.973037,+12d34m50.4s,12.580663,21,1.11,-1,10.39,0.01,1.44,0.01,K5,0.08,0.13,3850,,0.53,,,,,,,,
HIP 60559,HIP 60559,,GJ 465,1,0,0,0,0,12h24m51.83s,186.215958,-18d14m12.0s,-18.236679,8.85,0.18,-0.17,11.27,0.01,1.59,0.01,M4,0.01,0.11,3549,,0.3,,,,,,,,
HIP 60605,HIP 60605,HD 108153,,1,0,0,0,0,12h25m18.75s,186.32812,+31d51m53.4s,31.864834,28.67,0.89,-0.84,8.69,0.03,0.9,0.01,K0V,0.31,0.09,4939,,0.74,,,,,,,,
HIP 60729,HIP 60729,HD 108309,GJ 9406,1,0,0,0,0,12h26m48.71s,186.702966,-48d54m46.8s,-48.912998,26.61,0.27,-0.26,6.25,0,0.67,0,G3/5V,2.02,0.03,5778,,1.05,,4.21,,8.96,,0.13,,[Fe/H]
HIP 60759 A,HIP 60759 A,HD 108421 A,GJ 3725 A,1,0,0,0,0,12h27m13.65s,186.806895,+27d01m31.0s,27.025285,27.21,0.56,-0.53,8.91,0.04,1.04,0.01,K2V,0.36,0.1,4221,,0.77,,,,,,,,
HIP 60783,HIP 60783,,,1,0,0,0,0,12h27m29.58s,186.873268,+37d26m32.5s,37.442361,25.37,2.82,-2.31,11.85,0.35,0.7,0.2,,0.03,0.67,3828,,0.41,,,,,,,,
HIP 60816,HIP 60816,HD 108510,,1,0,0,0,0,12h27m55.62s,186.981764,-08d40m40.5s,-8.677905,29.83,0.61,-0.58,6.74,0.02,0.58,0.01,G1V,1.58,0.06,6108,,1.14,,4.45,,2.5,,0.04,,[Fe/H]
HIP 60853,HIP 60853,HD 108564,,1,0,0,0,0,12h28m19.46s,187.081087,-16d54m40.2s,-16.911159,27.19,0.84,-0.79,9.45,0.01,0.96,0.01,K2V,0.16,0.07,4696,,0.62,,,,,,,,
HIP 60866,HIP 60866,HD 108581,GJ 468,1,0,0,0,0,12h28m31.49s,187.131203,-18d17m48.7s,-18.296859,24.59,0.76,-0.72,9.23,0.01,1.23,0.01,K4V,0.2,0.07,4380,,0.66,,,,,,,,
HIP 60910,HIP 60910,,GJ 469,1,0,0,0,0,12h28m57.96s,187.241498,+08d25m34.1s,8.426146,13.18,0.69,-0.63,12.05,0.01,1.57,0.01,M:,0.02,0.16,3265,,0.37,,,,,,,,
HIP 60965,HIP 60965,HD 108767,,1,1,0,0,0,12h29m51.98s,187.466597,-16d30m54.3s,-16.515094,26.63,,,2.93,0.02,-0.01,0.02,B9.5V,57.79,0.06,10207,,2.83,,3.97,,,,,,
HIP 60970,HIP 60970,,,1,0,0,0,0,12h29m54.94s,187.478911,+36d26m43.3s,36.445373,26.35,3.26,-2.61,12.02,0.43,0.8,0.2,,0.04,0.81,3674,,0.43,,,,,,,,
HIP 60994 A,HIP 60994 A,HD 108799,GJ 469.2 A,1,0,0,0,0,12h30m04.93s,187.520548,-13d23m35.0s,-13.393052,24.65,0.25,-0.24,6.42,0.02,0.56,0.02,G1/2V,1.49,0.06,5991,,1.11,,4.4,,,,,,
HIP 61016,HIP 61016,HD 108847,,1,0,0,0,0,12h30m17.63s,187.573476,+30d59m39.0s,30.99416,29.98,1.25,-1.15,9.1,0.05,1.02,0.01,G9V,0.24,0.14,4847,,0.7,,,,,,,,
HIP 61053,HIP 61053,HD 108954,,1,0,0,0,0,12h30m50.12s,187.708822,+53d04m34.2s,53.076166,21.78,0.22,-0.22,6.2,0.02,0.56,0.02,F9V,1.38,0.04,6052,,1.09,,4.41,,,,,,
HIP 61084,HIP 61084,HD 108903,GJ 470,1,1,0,0,0,12h31m09.93s,187.791372,-57d06m45.2s,-57.112569,27.15,,,1.65,0.01,1.52,0.01,M4III,878.37,0.09,3385,,5.69,,,,,,,,
HIP 61094,HIP 61094,,GJ 471,1,0,0,0,0,12h31m16.18s,187.817419,+08d48m42.7s,8.81187,13.65,0.28,-0.27,9.66,0.01,1.47,0.01,M0:,0.07,0.1,3798,,0.5,,,,,,,,
HIP 61099,HIP 61099,HD 108984,,1,0,0,0,0,12h31m18.31s,187.826276,+20d13m05.6s,20.218229,25.82,0.53,-0.51,7.91,0.02,0.87,0.02,K0,0.47,0.07,5218,,0.82,,,,,,,,
HIP 61100,HIP 61100,HD 109011,GJ 1160,1,0,0,0,0,12h31m18.81s,187.82839,+55d07m07.8s,55.118845,25.1,0.78,-0.73,8.11,0.02,0.94,0,K2V,0.44,0.08,4791,,0.81,,,,,,,,
HIP 61174,HIP 61174,HD 109085,GJ 471.2,1,1,0,0,0,12h32m04.48s,188.018687,-16d11m45.1s,-16.195866,18.28,,,4.3,0.01,0.39,0.01,F2V,5.24,0.05,6784,,1.53,,4.06,,,,,,
HIP 61291,HIP 61291,HD 109200,GJ 472,1,0,0,0,0,12h33m32.26s,188.384424,-68d45m18.2s,-68.755049,16.18,0.16,-0.16,7.14,0.01,0.85,0.01,K1V,0.38,0.04,5098,,0.78,,4.57,,10,,-0.3,,[Fe/H]
HIP 61317,HIP 61317,HD 109358,GJ 475,1,1,1,1,0,12h33m45.09s,188.437886,+41d21m24.4s,41.356768,8.44,,,4.24,0.02,0.59,0.01,G0V,1.27,0.06,5930,,1.03,,4.42,,3.68,,-0.16,,[Fe/H]
HIP 61329,HIP 61329,HD 109333,GJ 3735,1,0,0,0,0,12h34m00.05s,188.5002,-14d38m18.9s,-14.638597,26.17,0.81,-0.76,9.1,0.01,1.1,0.02,K3/4V,0.21,0.08,4607,,0.67,,,,,,,,
HIP 61379,HIP 61379,HD 109409,,1,0,0,0,0,12h34m42.46s,188.676902,-44d40m21.1s,-44.672517,28.32,0.29,-0.28,5.76,0.02,0.68,0,G0/2V,3.68,0.11,5752,,1.4,,3.99,,,,,,
HIP 61413,HIP 61413,,GJ 476,1,0,0,0,0,12h35m00.97s,188.754047,+09d49m45.4s,9.829266,18.28,1.17,-1.03,11.41,0.01,1.45,0.01,M4,0.03,0.16,3589,,0.42,,,,,,,,
HIP 61451,HIP 61451,HD 109524,GJ 1161 A,1,0,0,0,0,12h35m33.71s,188.890478,-34d52m53.7s,-34.881592,21.43,0.22,-0.21,7.84,0.02,1.02,0,K4V,0.44,0.06,4676,,0.81,,4.4,,,,,,
HIP 61481,HIP 61481,HD 109647,,1,0,0,0,0,12h35m51.18s,188.963263,+51d13m17.3s,51.221485,26.97,0.83,-0.79,8.52,0.02,0.95,0.02,K0,0.33,0.09,4864,,0.75,,,,,,,,
HIP 61495,HIP 61495,,GJ 477,1,0,0,0,0,12h35m58.50s,188.993732,-45d56m14.6s,-45.9374,18.99,1.21,-1.07,11.09,0.01,1.48,0.01,M1,0.05,0.16,3589,,0.46,,,,,,,,
HIP 61629,HIP 61629,,GJ 479,1,0,0,0,0,12h37m53.20s,189.471653,-52d00m05.6s,-52.00155,9.69,0.2,-0.19,10.66,0.01,1.54,0.01,M3,0.03,0.11,3417,,0.39,,,,,,,,
HIP 61706,HIP 61706,,GJ 480,1,0,0,0,0,12h38m53.13s,189.721374,+11d41m48.3s,11.696761,14.37,0.6,-0.55,11.49,0,1.48,0,M4,0.03,0.13,3350,,0.41,,,,,,,,
HIP 61722,HIP 61722,,GJ 3738,1,0,0,0,0,12h39m04.37s,189.7682,+47d02m24.1s,47.040027,21.79,2.42,-1.98,11.96,0.37,1.72,0.37,M2,0.03,0.7,3625,,0.4,,,,,,,,
HIP 61792 A,HIP 61792 A,HD 109952 A,GJ 2096,1,0,0,0,0,12h39m53.49s,189.97286,-77d50m38.9s,-77.844129,26.36,1.39,-1.26,9.22,0.04,1.15,0.04,K5V,0.25,0.15,4226,,0.7,,,,,,,,
HIP 61874,HIP 61874,,GJ 480.1,1,0,0,0,0,12h40m46.92s,190.195493,-43d34m05.0s,-43.568062,7.78,0.24,-0.23,12.24,0.01,1.73,0.01,M4,0,0.12,3339,,0.25,,,,,,,,
HIP 61901,HIP 61901,HD 110315,GJ 481,1,0,0,0,0,12h41m06.41s,190.276703,+15d22m39.3s,15.37757,14.18,0.14,-0.14,7.89,0.01,1.14,0.01,K2,0.21,0.05,4456,,0.73,,4.63,,,,,,
HIP 61941 A,HIP 61941 A,HD 110379,GJ 482 A,1,1,1,0,0,12h41m40.00s,190.416676,-01d26m58.3s,-1.449522,11.68,0.12,-0.12,3.44,0.02,0.36,0.02,F1V,5.28,0.06,5674,,1.53,,,,,,,,
HIP 61946,HIP 61946,HD 110463,GJ 3743,1,0,0,0,0,12h41m44.40s,190.43498,+55d43m28.9s,55.724685,23.38,0.48,-0.46,8.27,0,0.96,0,K3V,0.3,0.05,4954,,0.73,,,,,,,,
HIP 62107,HIP 62107,HD 110619,,1,0,0,0,0,12h43m43.19s,190.929945,-37d42m27.5s,-37.707637,27.31,0.56,-0.54,7.53,0,0.66,0.01,G5V,0.67,0.04,5635,,0.9,,4.59,,,,,,
HIP 62145,HIP 62145,HD 110833,GJ 483,1,0,0,0,0,12h44m14.90s,191.062094,+51d45m35.1s,51.759749,14.88,0.15,-0.15,7.01,0.02,0.94,0.01,K3V,0.38,0.05,4988,,0.78,,,,,,,,
HIP 62207,HIP 62207,HD 110897,GJ 484,1,0,0,0,0,12h44m59.68s,191.248651,+39d16m42.9s,39.278578,17.38,0.18,-0.17,5.95,0.02,0.56,0.01,G0V,1.12,0.04,5907,,1.03,,4.31,,,,,,
HIP 62229,HIP 62229,HD 110810,,1,0,0,0,0,12h45m14.63s,191.310961,-57d21m27.7s,-57.357683,20.5,0.42,-0.4,7.82,0,0.94,0,K3V,0.34,0.05,5005,,0.84,,4.61,,7.3,,0.07,,[Fe/H]
HIP 62374,HIP 62374,,GJ 3748,1,0,0,0,0,12h47m01.64s,191.756834,+46d37m36.0s,46.626663,20.93,1.1,-1,11.97,0.24,1.37,0.24,K:...,0.04,0.42,3370,,0.44,,,,,,,,
HIP 62406,HIP 62406,,GJ 485,1,0,0,0,0,12h47m20.10s,191.833741,+31d12m51.1s,31.214206,28.35,0.88,-0.83,9.86,0.01,1.27,0.01,K4V,0.17,0.13,4200,,0.63,,,,,,,,
HIP 62452,HIP 62452,,GJ 486,1,0,0,0,0,12h47m57.22s,191.988422,+09d45m09.1s,9.752518,8.37,0.17,-0.16,11.39,0,1.56,0,M4,0.01,0.1,3267,,0.34,,,,,,,,
HIP 62471,HIP 62471,,GJ 1164 B,1,0,0,0,0,12h48m10.20s,192.042484,-24d48m18.0s,-24.804994,16.76,9.02,-4.35,9.79,0.1,1.38,0.04,K0,0.07,1.03,4132,,0.5,,,,,,,,
HIP 62472,HIP 62472,HD 111261,GJ 1164 A,1,0,0,0,0,12h48m10.91s,192.045449,-24d48m25.2s,-24.807013,20.38,1.77,-1.51,8.9,0,1.15,0.01,K4/5V,0.18,0.18,4442,,0.64,,,,,,,,
HIP 62505 A,HIP 62505 A,HD 111312,GJ 1165,1,0,0,0,0,12h48m32.26s,192.134415,-15d43m10.5s,-15.719582,23.83,1.79,-1.56,7.87,0.01,0.94,0.01,K2V,0.44,0.17,4881,,0.8,,4.62,,,,,,
HIP 62512,HIP 62512,HD 111456,GJ 9417,1,0,0,0,0,12h48m39.34s,192.163903,+60d19m11.6s,60.319897,24.04,1.53,-1.36,5.83,0.02,0.47,0.02,F5V,2.34,0.16,6172,,1.24,,,,,,,,
HIP 62523,HIP 62523,HD 111395,GJ 486.1,1,0,0,0,0,12h48m47.26s,192.196931,+24d50m25.7s,24.840484,16.93,0.17,-0.17,6.29,0.02,0.7,0,G7V,0.81,0.04,5654,,1,,4.51,,1.4,,0.13,,[Fe/H]
HD 111232,HIP 62534,HD 111232,,1,0,0,1,1,12h48m51.71s,192.215459,-68d25m31.5s,-68.425425,29.34,0.6,-0.58,7.59,0,0.7,0,G8V,0.74,0.06,5502,,0.93,,4.46,,,,,,
HIP 62556,HIP 62556,,GJ 487,1,0,0,0,0,12h49m03.38s,192.264096,+66d06m37.6s,66.110441,10.21,0.21,-0.2,10.94,0.01,1.63,0.01,M4,0.03,0.1,3323,,0.4,,,,,,,,
HIP 62687,HIP 62687,HD 111631,GJ 488,1,0,0,0,0,12h50m43.58s,192.681601,-00d46m01.8s,-0.767165,10.57,0.11,-0.1,8.47,0.01,1.42,0.01,M0V,0.11,0.04,3938,,0.56,,,,,,,,
HIP 62942,HIP 62942,HD 112099,,1,0,0,0,0,12h53m54.54s,193.47723,+06d45m45.6s,6.762673,26.73,0.83,-0.78,8.24,0.01,0.85,0.02,G5,0.38,0.08,5242,,0.78,,4.56,,,,,,
HIP 62951,HIP 62951,,,1,0,0,0,0,12h53m58.73s,193.494714,-18d02m06.0s,-18.035001,7.53,3.08,-1.69,8.41,0.01,0.54,0.01,A2,0.03,0.75,6482,,0.4,,,,,,,,
HIP 62956,HIP 62956,HD 112185,,1,1,0,0,0,12h54m01.63s,193.506804,+55d57m35.4s,55.959843,25.31,0.26,-0.25,1.76,0,-0.02,0,A0p,134.69,0.05,9020,,3.52,,3.23,,,,,,
HIP 63028,HIP 63028,HD 112311 B,,1,0,0,0,0,12h54m57.25s,193.738521,+58d09m39.3s,58.160904,24.2,7.64,-4.68,9.74,0.04,1.17,0.02,G5,0.12,0.65,4435,,0.58,,,,,,,,
HIP 63076,HIP 63076,HD 112429,,1,0,0,0,0,12h55m28.56s,193.86898,+65d26m18.8s,65.438547,29.29,0.3,-0.29,5.23,0.02,0.29,0.02,A5n,5.76,0.04,7129,,1.57,,4.01,,,,,,
HIP 63125,HIP 63125,HD 112413,,0,1,0,0,0,12h56m01.67s,194.006943,+38d19m06.2s,38.318378,33.78,1.15,-1.23,2.89,,-0.12,,A0 II-IIIp SiEuCr,,,,,,,,,,,,,
HIP 63253 A,HIP 63253 A,,GJ 490 A,1,0,0,0,0,12h57m40.45s,194.418536,+35d13m31.5s,35.22542,19.26,1.23,-1.09,10.57,0.01,1.42,0.01,M0Vvar,0.07,0.16,3705,,0.51,,,,,,,,
HIP 63257,HIP 63257,HD 112575,GJ 489,1,0,0,0,0,12h57m44.17s,194.43403,-14d27m48.8s,-14.463568,24.03,1,-0.92,9.13,0.01,1.12,0.01,K4V,0.18,0.1,4593,,0.64,,,,,,,,
HIP 63366,HIP 63366,HD 112758,GJ 491 A,1,0,0,0,0,12h59m02.05s,194.75855,-09d50m04.4s,-9.834562,20.89,0.43,-0.41,7.59,0.01,0.8,0.01,K0V,0.43,0.06,5174,,0.81,,4.6,,,,,,
HIP 63406,HIP 63406,HD 112914,,1,0,0,0,0,12h59m32.97s,194.88736,+41d59m10.8s,41.986324,25.18,0.78,-0.73,8.61,0.02,0.94,0.02,G9V,0.27,0.09,4861,,0.73,,4.61,,3.8,,-0.31,,[Fe/H]
HIP 63467,HIP 63467,HD 112943,GJ 493,1,0,0,0,0,13h00m17.47s,195.072774,-02d42m17.3s,-2.704803,26.39,1.1,-1.02,9.78,0,1.19,0,K4/5V,0.14,0.1,4336,,0.61,,,,,,,,
